fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
1267,1001,0.00021,0.00256,0,1315,0,0,0,0,1,-360,360
1267,1001,0.00024,0.00243,0,1414,0,0,0,0,1,-360,360
1267,1294,0.00144,0.02266,0,1414,0,0,0,0,1,-360,360
1267,1294,0.0014,0.02098,0,1447,0,0,0,0,1,-360,360
1267,1229,0.00086,0.01074,0,3000,0,0,0,0,1,-360,360
1266,1224,0.003341,0.02611,0,453,0,0,0,0,1,-360,360
32,981,0.00387,0.02063,0,414,0,0,0,0,1,-360,360
32,981,0.00405,0.018271,0,414,0,0,0,0,1,-360,360
32,168,0.00101,0.00462,0,300,0,0,0,0,1,-360,360
32,378,0.00088,0.00389,0,319,0,0,0,0,1,-360,360
32,1062,0.005081,0.039,0,414,0,0,0,0,1,-360,360
1162,1184,0.00257,0.0208,0,453,0,0,0,0,1,-360,360
1162,1184,0.00251,0.01926,0,414,0,0,0,0,1,-360,360
1162,143,0.002531,0.01314,0,3000,0,0,0,0,1,-360,360
1055,1139,0.00132,0.00869,0,3000,0,0,0,0,1,-360,360
660,1299,0.00082,0.004021,0,319,0,0,0,0,1,-360,360
660,722,0.00143,0.007479,0,338,0,0,0,0,1,-360,360
404,169,0.000659,0.005771,0,3000,0,0,0,0,1,-360,360
404,169,0.000591,0.006539,0,3000,0,0,0,0,1,-360,360
187,913,0.00589,0.025599,0,376,0,0,0,0,1,-360,360
187,1016,0.00614,0.02343,0,338,0,0,0,0,1,-360,360
396,262,0.00155,0.01994,0,1381,0,0,0,0,1,-360,360
396,498,0.00205,0.03218,0,1480,0,0,0,0,1,-360,360
685,498,0.00233,0.03154,0,1480,0,0,0,0,1,-360,360
705,849,0.002341,0.01982,0,3000,0,0,0,0,1,-360,360
150,1201,8.10E-05,0.000521,0,433,0,0,0,0,1,-360,360
199,823,9.90E-05,0.00069,0,491,0,0,0,0,1,-360,360
647,689,0.00276,0.016419,0,453,0,0,0,0,1,-360,360
1027,730,0.00036,0.001229,0,357,0,0,0,0,1,-360,360
1027,564,0.000229,0.000711,0,414,0,0,0,0,1,-360,360
948,115,0.00013,0.00099,0,414,0,0,0,0,1,-360,360
1311,940,0.001159,0.00689,0,319,0,0,0,0,1,-360,360
1000,877,0.008531,0.03045,0,281,0,0,0,0,1,-360,360
794,1169,0.000781,0.004531,0,414,0,0,0,0,1,-360,360
794,1169,0.00075,0.00474,0,433,0,0,0,0,1,-360,360
863,612,0.002159,0.008349,0,3000,0,0,0,0,1,-360,360
1187,1207,0.00162,0.01651,0,1447,0,0,0,0,1,-360,360
127,921,0.01236,0.044211,0,300,0,0,0,0,1,-360,360
127,921,0.00825,0.03989,0,319,0,0,0,0,1,-360,360
127,570,0.02187,0.066961,0,3000,0,0,0,0,1,-360,360
127,603,0.01212,0.06661,0,3000,0,0,0,0,1,-360,360
593,239,0.00036,0.00534,0,789,0,0,0,0,1,-360,360
983,164,0.000229,0.00063,0,3000,0,0,0,0,1,-360,360
983,1110,0.000219,0.000581,0,3000,0,0,0,0,1,-360,360
611,605,0.000281,0.00063,0,3000,0,0,0,0,1,-360,360
232,201,0.005021,0.035659,0,319,0,0,0,0,1,-360,360
465,551,0.00174,0.007901,0,3000,0,0,0,0,1,-360,360
769,325,0.003919,0.020581,0,395,0,0,0,0,1,-360,360
769,1328,0.003341,0.016349,0,395,0,0,0,0,1,-360,360
769,210,0.003271,0.016669,0,357,0,0,0,0,1,-360,360
406,1234,0.000151,0.000659,0,319,0,0,0,0,1,-360,360
927,1145,0.00736,0.035659,0,3000,0,0,0,0,1,-360,360
927,588,0.00944,0.042169,0,3000,0,0,0,0,1,-360,360
667,708,0.00068,0.00652,0,756,0,0,0,0,1,-360,360
667,514,0.00188,0.02281,0,1282,0,0,0,0,1,-360,360
305,1028,0.00168,0.00956,0,433,0,0,0,0,1,-360,360
305,1028,0.001669,0.00981,0,414,0,0,0,0,1,-360,360
305,100,0.002229,0.01599,0,491,0,0,0,0,1,-360,360
305,100,0.00218,0.01631,0,510,0,0,0,0,1,-360,360
149,937,0.00238,0.02124,0,953,0,0,0,0,1,-360,360
149,937,0.00194,0.02023,0,1151,0,0,0,0,1,-360,360
1076,472,0.013831,0.05955,0,3000,0,0,0,0,1,-360,360
1076,53,0.00876,0.04875,0,319,0,0,0,0,1,-360,360
417,272,0.0002,0.00099,0,300,0,0,0,0,1,-360,360
195,357,0.00105,0.00826,0,376,0,0,0,0,1,-360,360
320,95,0.0172,0.06637,0,376,0,0,0,0,1,-360,360
539,415,0.00305,0.015781,0,376,0,0,0,0,1,-360,360
946,542,0.00208,0.02105,0,1381,0,0,0,0,1,-360,360
1224,287,0.00614,0.043729,0,376,0,0,0,0,1,-360,360
1224,867,0.000229,0.001849,0,453,0,0,0,0,1,-360,360
848,882,0.00386,0.025789,0,338,0,0,0,0,1,-360,360
848,344,0.002031,0.012,0,491,0,0,0,0,1,-360,360
384,1093,0.000591,0.004,0,395,0,0,0,0,1,-360,360
161,352,9.10E-05,0.00051,0,3000,0,0,0,0,1,-360,360
1105,857,0.00732,0.039969,0,319,0,0,0,0,1,-360,360
1105,482,0.004581,0.02031,0,529,0,0,0,0,1,-360,360
1118,857,0.00132,0.00537,0,357,0,0,0,0,1,-360,360
169,166,0.007521,0.0387,0,376,0,0,0,0,1,-360,360
995,749,0.005159,0.031281,0,433,0,0,0,0,1,-360,360
1200,1274,9.90E-05,0.001159,0,3000,0,0,0,0,1,-360,360
1011,1274,9.90E-05,0.00113,0,3000,0,0,0,0,1,-360,360
675,658,0.00019,0.000909,0,281,0,0,0,0,1,-360,360
1041,1133,0.00107,0.00413,0,3000,0,0,0,0,1,-360,360
1001,307,9.00E-05,0.00058,0,1151,0,0,0,0,1,-360,360
1001,610,9.00E-05,0.00059,0,1052,0,0,0,0,1,-360,360
1001,1323,8.00E-05,0.00053,0,657,0,0,0,0,1,-360,360
1001,84,8.00E-05,0.00052,0,657,0,0,0,0,1,-360,360
952,1287,0.000271,0.00151,0,395,0,0,0,0,1,-360,360
1301,898,0.00053,0.00585,0,1809,0,0,0,0,1,-360,360
1301,898,0.00047,0.00663,0,1348,0,0,0,0,1,-360,360
1301,898,0.00046,0.00676,0,1151,0,0,0,0,1,-360,360
1301,898,0.00045,0.00689,0,1151,0,0,0,0,1,-360,360
1301,1230,0.00028,0.00338,0,1480,0,0,0,0,1,-360,360
1301,1230,0.0003,0.00319,0,1249,0,0,0,0,1,-360,360
240,677,0.00025,0.00101,0,376,0,0,0,0,1,-360,360
28,288,0.000281,0.00119,0,3000,0,0,0,0,1,-360,360
426,825,0.00018,0.00063,0,3000,0,0,0,0,1,-360,360
737,662,0.00382,0.02868,0,3000,0,0,0,0,1,-360,360
737,42,0.00361,0.0235,0,472,0,0,0,0,1,-360,360
737,1005,0.00538,0.03569,0,3000,0,0,0,0,1,-360,360
501,1124,6.00E-05,0.000409,0,414,0,0,0,0,1,-360,360
140,486,9.00E-05,0.00102,0,657,0,0,0,0,1,-360,360
140,362,0.0014,0.01649,0,1611,0,0,0,0,1,-360,360
140,429,0.00034,0.00427,0,1019,0,0,0,0,1,-360,360
779,1239,0.0001,0.00109,0,657,0,0,0,0,1,-360,360
779,930,0.00137,0.01682,0,1677,0,0,0,0,1,-360,360
779,1208,0.00131,0.01262,0,1414,0,0,0,0,1,-360,360
1042,829,0.00262,0.019669,0,433,0,0,0,0,1,-360,360
1042,353,0.00082,0.00526,0,376,0,0,0,0,1,-360,360
1042,353,0.000841,0.005151,0,357,0,0,0,0,1,-360,360
1042,353,0.000669,0.005081,0,376,0,0,0,0,1,-360,360
1042,1017,0.001919,0.012669,0,376,0,0,0,0,1,-360,360
8,220,0.002659,0.02,0,3000,0,0,0,0,1,-360,360
8,529,0.003031,0.02343,0,472,0,0,0,0,1,-360,360
904,703,0.01176,0.059159,0,300,0,0,0,0,1,-360,360
904,1210,0.002469,0.017531,0,395,0,0,0,0,1,-360,360
904,333,0.000669,0.005729,0,3000,0,0,0,0,1,-360,360
1197,1223,0.000781,0.00876,0,281,0,0,0,0,1,-360,360
1197,803,0.00062,0.00482,0,453,0,0,0,0,1,-360,360
1197,1113,0.001349,0.012599,0,433,0,0,0,0,1,-360,360
991,1223,0.000979,0.0082,0,3000,0,0,0,0,1,-360,360
991,117,0.008091,0.028831,0,3000,0,0,0,0,1,-360,360
991,333,0.000711,0.005969,0,414,0,0,0,0,1,-360,360
601,1124,0.00145,0.00857,0,3000,0,0,0,0,1,-360,360
151,159,0.00869,0.03768,0,300,0,0,0,0,1,-360,360
151,457,0.001719,0.00837,0,357,0,0,0,0,1,-360,360
1234,788,0.01582,0.067349,0,338,0,0,0,0,1,-360,360
1234,788,0.01457,0.06469,0,300,0,0,0,0,1,-360,360
1234,681,0.021711,0.090539,0,281,0,0,0,0,1,-360,360
1234,500,0.00019,0.000729,0,300,0,0,0,0,1,-360,360
128,790,0.001271,0.00638,0,300,0,0,0,0,1,-360,360
125,950,3.90E-05,0.0002,0,300,0,0,0,0,1,-360,360
962,665,0.000281,0.00236,0,529,0,0,0,0,1,-360,360
655,321,0.00019,0.00329,0,1644,0,0,0,0,1,-360,360
1094,608,0.00035,0.00324,0,3000,0,0,0,0,1,-360,360
950,1237,0.00049,0.00349,0,319,0,0,0,0,1,-360,360
950,1237,0.000469,0.00331,0,319,0,0,0,0,1,-360,360
950,242,0.00313,0.01324,0,3000,0,0,0,0,1,-360,360
950,1331,0.001031,0.006719,0,376,0,0,0,0,1,-360,360
950,163,0.00038,0.00401,0,3000,0,0,0,0,1,-360,360
61,538,0.00037,0.002849,0,395,0,0,0,0,1,-360,360
1223,144,0.00032,0.00256,0,376,0,0,0,0,1,-360,360
1223,19,0.00037,0.00118,0,281,0,0,0,0,1,-360,360
1223,646,0.00068,0.001151,0,3000,0,0,0,0,1,-360,360
734,763,0.00168,0.009841,0,395,0,0,0,0,1,-360,360
780,1285,0.000599,0.002401,0,300,0,0,0,0,1,-360,360
1316,2,0.002169,0.00911,0,300,0,0,0,0,1,-360,360
1316,719,0.002849,0.01282,0,357,0,0,0,0,1,-360,360
909,790,0.001229,0.01207,0,453,0,0,0,0,1,-360,360
909,1093,0.001289,0.01089,0,510,0,0,0,0,1,-360,360
1294,241,0.00093,0.01036,0,756,0,0,0,0,1,-360,360
1294,514,0.00083,0.01174,0,723,0,0,0,0,1,-360,360
960,1139,0.00118,0.009469,0,3000,0,0,0,0,1,-360,360
960,1139,0.001151,0.009651,0,3000,0,0,0,0,1,-360,360
806,1177,0.00101,0.01327,0,1480,0,0,0,0,1,-360,360
913,635,0.00364,0.02486,0,472,0,0,0,0,1,-360,360
1214,710,0.00056,0.00425,0,433,0,0,0,0,1,-360,360
1214,689,0.00369,0.02681,0,433,0,0,0,0,1,-360,360
43,1137,0.000531,0.00276,0,300,0,0,0,0,1,-360,360
364,1137,0.000521,0.00281,0,281,0,0,0,0,1,-360,360
772,1137,0.000419,0.00232,0,3000,0,0,0,0,1,-360,360
322,1137,0.000409,0.00237,0,3000,0,0,0,0,1,-360,360
1219,1196,0.00014,0.00193,0,1414,0,0,0,0,1,-360,360
390,874,0.003211,0.01481,0,319,0,0,0,0,1,-360,360
170,845,0.00381,0.01175,0,3000,0,0,0,0,1,-360,360
170,943,0.003781,0.02676,0,319,0,0,0,0,1,-360,360
346,1247,0.000919,0.005461,0,453,0,0,0,0,1,-360,360
346,1279,0.000271,0.001211,0,281,0,0,0,0,1,-360,360
346,642,0.002229,0.017401,0,472,0,0,0,0,1,-360,360
346,642,0.00243,0.017659,0,510,0,0,0,0,1,-360,360
346,642,0.002531,0.01705,0,491,0,0,0,0,1,-360,360
1277,754,0.012531,0.05451,0,3000,0,0,0,0,1,-360,360
853,708,0.00087,0.01212,0,1249,0,0,0,0,1,-360,360
853,122,0.0006,0.00802,0,1611,0,0,0,0,1,-360,360
853,1207,0.00072,0.00667,0,1743,0,0,0,0,1,-360,360
853,310,0.00234,0.02626,0,1315,0,0,0,0,1,-360,360
979,1017,0.00038,0.002969,0,414,0,0,0,0,1,-360,360
1148,591,0.00024,0.00045,0,3000,0,0,0,0,1,-360,360
970,591,0.000229,0.000409,0,3000,0,0,0,0,1,-360,360
649,591,0.000281,0.000401,0,3000,0,0,0,0,1,-360,360
787,829,0.001211,0.005271,0,3000,0,0,0,0,1,-360,360
787,45,0.000281,0.00107,0,338,0,0,0,0,1,-360,360
787,978,0.00025,0.001091,0,3000,0,0,0,0,1,-360,360
581,288,0.00019,0.00081,0,529,0,0,0,0,1,-360,360
581,288,0.00045,0.00136,0,491,0,0,0,0,1,-360,360
513,67,0.003461,0.023289,0,3000,0,0,0,0,1,-360,360
805,1191,0.0013,0.01609,0,1743,0,0,0,0,1,-360,360
805,1191,0.00128,0.0164,0,1611,0,0,0,0,1,-360,360
805,395,0.00089,0.01082,0,1480,0,0,0,0,1,-360,360
805,395,0.00087,0.01102,0,1545,0,0,0,0,1,-360,360
571,1242,0.003349,0.02514,0,433,0,0,0,0,1,-360,360
59,387,0.0003,0.00061,0,3000,0,0,0,0,1,-360,360
20,1030,0.000289,0.001211,0,414,0,0,0,0,1,-360,360
1056,1265,0.01301,0.044091,0,338,0,0,0,0,1,-360,360
1056,252,0.02162,0.065969,0,300,0,0,0,0,1,-360,360
1300,41,0.006461,0.05275,0,414,0,0,0,0,1,-360,360
1013,1163,0.0002,0.000271,0,3000,0,0,0,0,1,-360,360
494,1163,0.00018,0.00026,0,3000,0,0,0,0,1,-360,360
831,252,0.00032,0.00188,0,3000,0,0,0,0,1,-360,360
829,1017,0.00105,0.006591,0,376,0,0,0,0,1,-360,360
4,894,0.00013,0.00055,0,3000,0,0,0,0,1,-360,360
566,788,0.006151,0.04013,0,529,0,0,0,0,1,-360,360
566,1016,0.007159,0.040591,0,433,0,0,0,0,1,-360,360
334,468,0.00874,0.048461,0,300,0,0,0,0,1,-360,360
334,709,0.004159,0.01606,0,3000,0,0,0,0,1,-360,360
334,551,0.002919,0.01912,0,433,0,0,0,0,1,-360,360
41,648,0.00094,0.00394,0,319,0,0,0,0,1,-360,360
41,854,0.000901,0.00395,0,3000,0,0,0,0,1,-360,360
41,363,0.003159,0.017789,0,472,0,0,0,0,1,-360,360
41,363,0.002419,0.018331,0,3000,0,0,0,0,1,-360,360
41,771,0.00375,0.018281,0,319,0,0,0,0,1,-360,360
477,387,0.00025,0.001031,0,319,0,0,0,0,1,-360,360
698,722,0.00264,0.01238,0,319,0,0,0,0,1,-360,360
698,722,0.001289,0.00795,0,357,0,0,0,0,1,-360,360
698,163,0.00087,0.003081,0,376,0,0,0,0,1,-360,360
1241,767,0.000401,0.00224,0,319,0,0,0,0,1,-360,360
10,34,0.0003,0.00385,0,3000,0,0,0,0,1,-360,360
985,113,0.00126,0.008219,0,433,0,0,0,0,1,-360,360
21,754,0.01905,0.055729,0,3000,0,0,0,0,1,-360,360
21,533,0.00201,0.00444,0,3000,0,0,0,0,1,-360,360
1051,434,0.00101,0.00324,0,3000,0,0,0,0,1,-360,360
209,714,0.00105,0.00677,0,1118,0,0,0,0,1,-360,360
209,579,0.00039,0.00502,0,1052,0,0,0,0,1,-360,360
209,834,0.0004,0.00492,0,854,0,0,0,0,1,-360,360
209,608,0.00051,0.00617,0,1249,0,0,0,0,1,-360,360
1100,515,0.0003,0.00314,0,1480,0,0,0,0,1,-360,360
1100,579,0.00051,0.00668,0,1545,0,0,0,0,1,-360,360
1100,834,0.0005,0.00678,0,1677,0,0,0,0,1,-360,360
182,354,0.002909,0.017,0,3000,0,0,0,0,1,-360,360
182,165,0.00245,0.011281,0,376,0,0,0,0,1,-360,360
182,731,0.0027,0.01532,0,357,0,0,0,0,1,-360,360
182,731,0.00105,0.011151,0,3000,0,0,0,0,1,-360,360
182,580,0.00036,0.002669,0,3000,0,0,0,0,1,-360,360
182,68,0.0018,0.011169,0,357,0,0,0,0,1,-360,360
182,448,0.000711,0.007771,0,3000,0,0,0,0,1,-360,360
182,1155,0.00036,0.00257,0,3000,0,0,0,0,1,-360,360
222,621,0.00201,0.01195,0,510,0,0,0,0,1,-360,360
222,1143,0.001091,0.00731,0,472,0,0,0,0,1,-360,360
222,804,0.00105,0.007591,0,529,0,0,0,0,1,-360,360
222,268,0.00299,0.02256,0,376,0,0,0,0,1,-360,360
457,423,0.00036,0.00288,0,3000,0,0,0,0,1,-360,360
725,674,0.00589,0.045599,0,453,0,0,0,0,1,-360,360
725,536,0.00157,0.0127,0,376,0,0,0,0,1,-360,360
725,536,0.00168,0.011969,0,3000,0,0,0,0,1,-360,360
725,1152,0.00289,0.021031,0,338,0,0,0,0,1,-360,360
922,156,0.00395,0.025211,0,472,0,0,0,0,1,-360,360
922,1351,0.002771,0.021659,0,376,0,0,0,0,1,-360,360
922,835,0.002979,0.016901,0,453,0,0,0,0,1,-360,360
1226,865,0.007419,0.034021,0,3000,0,0,0,0,1,-360,360
770,1007,0.00056,0.00813,0,789,0,0,0,0,1,-360,360
2,265,0.00361,0.015211,0,338,0,0,0,0,1,-360,360
1303,1026,0.000409,0.003331,0,529,0,0,0,0,1,-360,360
994,1270,0.004091,0.019599,0,376,0,0,0,0,1,-360,360
994,971,0.00294,0.012841,0,395,0,0,0,0,1,-360,360
665,830,0.020771,0.080479,0,453,0,0,0,0,1,-360,360
665,287,0.00662,0.0513,0,453,0,0,0,0,1,-360,360
665,258,0.00607,0.04581,0,433,0,0,0,0,1,-360,360
453,156,0.000669,0.0042,0,376,0,0,0,0,1,-360,360
453,1227,0.001271,0.007419,0,376,0,0,0,0,1,-360,360
453,835,0.001599,0.012271,0,472,0,0,0,0,1,-360,360
793,696,0.009599,0.05024,0,319,0,0,0,0,1,-360,360
793,65,0.00149,0.009219,0,338,0,0,0,0,1,-360,360
793,986,0.01488,0.06724,0,300,0,0,0,0,1,-360,360
793,866,0.003599,0.024031,0,319,0,0,0,0,1,-360,360
793,866,0.00519,0.024,0,338,0,0,0,0,1,-360,360
1247,196,0.003461,0.013349,0,300,0,0,0,0,1,-360,360
510,643,0.00105,0.01236,0,3000,0,0,0,0,1,-360,360
510,643,0.00199,0.012331,0,395,0,0,0,0,1,-360,360
510,551,0.00711,0.044711,0,338,0,0,0,0,1,-360,360
899,1037,0.006729,0.02543,0,3000,0,0,0,0,1,-360,360
1322,1037,0.005771,0.02999,0,3000,0,0,0,0,1,-360,360
877,13,0.0048,0.021771,0,3000,0,0,0,0,1,-360,360
748,40,0.00286,0.02212,0,433,0,0,0,0,1,-360,360
90,1213,0.00351,0.02175,0,414,0,0,0,0,1,-360,360
90,1016,0.008401,0.0448,0,472,0,0,0,0,1,-360,360
1050,1274,0.0018,0.01187,0,3000,0,0,0,0,1,-360,360
1050,1274,0.001831,0.01163,0,3000,0,0,0,0,1,-360,360
1243,445,0.00075,0.00538,0,3000,0,0,0,0,1,-360,360
951,111,2.00E-05,0.00033,0,3000,0,0,0,0,1,-360,360
951,244,1.00E-05,0.00034,0,1710,0,0,0,0,1,-360,360
898,129,0.00023,0.00258,0,723,0,0,0,0,1,-360,360
898,266,0.00023,0.00252,0,657,0,0,0,0,1,-360,360
482,215,0.002031,0.008531,0,3000,0,0,0,0,1,-360,360
482,1053,0.005349,0.020789,0,319,0,0,0,0,1,-360,360
431,1144,0.0002,0.00082,0,395,0,0,0,0,1,-360,360
592,1002,0.002091,0.011219,0,3000,0,0,0,0,1,-360,360
882,23,0.00262,0.016979,0,433,0,0,0,0,1,-360,360
882,23,0.002669,0.01663,0,491,0,0,0,0,1,-360,360
1279,454,0.00025,0.00118,0,414,0,0,0,0,1,-360,360
223,172,0.00056,0.00715,0,1545,0,0,0,0,1,-360,360
591,564,0.0007,0.00455,0,338,0,0,0,0,1,-360,360
591,392,0.000331,0.001711,0,281,0,0,0,0,1,-360,360
591,392,0.00011,0.000781,0,453,0,0,0,0,1,-360,360
591,1291,0.00111,0.00664,0,338,0,0,0,0,1,-360,360
1096,1191,0.00066,0.00838,0,1447,0,0,0,0,1,-360,360
1096,1191,0.00064,0.00854,0,1447,0,0,0,0,1,-360,360
353,544,0.003091,0.017091,0,472,0,0,0,0,1,-360,360
353,201,0.00643,0.03687,0,529,0,0,0,0,1,-360,360
1292,544,0.00275,0.01937,0,3000,0,0,0,0,1,-360,360
1213,866,0.00357,0.021289,0,414,0,0,0,0,1,-360,360
282,1016,0.000289,0.002789,0,3000,0,0,0,0,1,-360,360
1145,959,0.002531,0.01345,0,281,0,0,0,0,1,-360,360
687,1123,0.00162,0.012159,0,414,0,0,0,0,1,-360,360
687,1123,0.00262,0.01168,0,319,0,0,0,0,1,-360,360
1281,165,0.00099,0.006081,0,3000,0,0,0,0,1,-360,360
1281,176,0.000909,0.005979,0,3000,0,0,0,0,1,-360,360
502,49,0.00011,0.0008,0,3000,0,0,0,0,1,-360,360
502,1054,0.00011,0.00068,0,3000,0,0,0,0,1,-360,360
502,876,0.00207,0.008341,0,395,0,0,0,0,1,-360,360
281,375,0.00019,0.001031,0,3000,0,0,0,0,1,-360,360
603,1075,0.014039,0.0667,0,3000,0,0,0,0,1,-360,360
467,1092,0.004961,0.03043,0,338,0,0,0,0,1,-360,360
391,851,0.00056,0.003531,0,3000,0,0,0,0,1,-360,360
174,642,0.001461,0.00889,0,414,0,0,0,0,1,-360,360
1112,1032,6.00E-05,0.000419,0,395,0,0,0,0,1,-360,360
717,618,0.00139,0.005169,0,3000,0,0,0,0,1,-360,360
629,188,0.00069,0.00825,0,657,0,0,0,0,1,-360,360
1037,688,0.004969,0.030781,0,3000,0,0,0,0,1,-360,360
1037,1289,0.00012,0.000969,0,491,0,0,0,0,1,-360,360
964,790,0.001091,0.010159,0,472,0,0,0,0,1,-360,360
1180,790,0.000969,0.00887,0,453,0,0,0,0,1,-360,360
658,954,0.00099,0.006789,0,414,0,0,0,0,1,-360,360
1186,1268,0.001031,0.00586,0,281,0,0,0,0,1,-360,360
1086,807,0.00401,0.03345,0,529,0,0,0,0,1,-360,360
505,785,9.10E-05,0.000349,0,3000,0,0,0,0,1,-360,360
568,35,0.00125,0.00745,0,491,0,0,0,0,1,-360,360
9,612,0.003711,0.024219,0,414,0,0,0,0,1,-360,360
1191,1007,0.00169,0.02156,0,1578,0,0,0,0,1,-360,360
1191,1007,0.00171,0.02114,0,1677,0,0,0,0,1,-360,360
947,643,0.00088,0.00562,0,433,0,0,0,0,1,-360,360
947,643,0.0008,0.00618,0,472,0,0,0,0,1,-360,360
436,1048,0.00161,0.01014,0,3000,0,0,0,0,1,-360,360
596,377,0.00032,0.002031,0,433,0,0,0,0,1,-360,360
596,943,0.00011,0.000659,0,395,0,0,0,0,1,-360,360
284,579,0.00042,0.00505,0,986,0,0,0,0,1,-360,360
284,834,0.00043,0.00494,0,1151,0,0,0,0,1,-360,360
409,731,0.00038,0.000711,0,3000,0,0,0,0,1,-360,360
409,731,0.00037,0.000659,0,3000,0,0,0,0,1,-360,360
625,241,0.00248,0.03096,0,1743,0,0,0,0,1,-360,360
22,520,0.00375,0.019729,0,395,0,0,0,0,1,-360,360
22,357,0.00518,0.020021,0,338,0,0,0,0,1,-360,360
1157,1328,0.000771,0.003711,0,395,0,0,0,0,1,-360,360
1157,210,0.00076,0.003789,0,357,0,0,0,0,1,-360,360
337,529,0.000781,0.00574,0,3000,0,0,0,0,1,-360,360
528,1108,0.00089,0.00562,0,3000,0,0,0,0,1,-360,360
293,1237,0.000331,0.001401,0,3000,0,0,0,0,1,-360,360
762,1237,0.000401,0.00137,0,3000,0,0,0,0,1,-360,360
1158,767,0.00051,0.003349,0,3000,0,0,0,0,1,-360,360
302,1333,0.000461,0.00168,0,3000,0,0,0,0,1,-360,360
302,1333,0.000469,0.00164,0,3000,0,0,0,0,1,-360,360
696,986,0.006081,0.03114,0,357,0,0,0,0,1,-360,360
1095,101,0.005831,0.02218,0,395,0,0,0,0,1,-360,360
1308,509,0.00013,0.000461,0,3000,0,0,0,0,1,-360,360
1134,294,0.00013,0.000461,0,3000,0,0,0,0,1,-360,360
116,612,0.00262,0.020289,0,414,0,0,0,0,1,-360,360
116,421,0.00164,0.01194,0,453,0,0,0,0,1,-360,360
1075,1340,0.006479,0.02845,0,414,0,0,0,0,1,-360,360
1163,292,0.00294,0.014419,0,395,0,0,0,0,1,-360,360
1163,292,0.00238,0.01463,0,395,0,0,0,0,1,-360,360
1163,254,0.002219,0.00993,0,376,0,0,0,0,1,-360,360
200,335,0.008651,0.04886,0,300,0,0,0,0,1,-360,360
674,1152,0.00464,0.030979,0,3000,0,0,0,0,1,-360,360
859,56,0.00092,0.00889,0,1447,0,0,0,0,1,-360,360
859,56,0.00093,0.00869,0,1348,0,0,0,0,1,-360,360
859,266,0.0022,0.03485,0,1578,0,0,0,0,1,-360,360
859,362,0.00074,0.00941,0,1743,0,0,0,0,1,-360,360
859,930,0.00087,0.00884,0,1578,0,0,0,0,1,-360,360
859,251,0.00139,0.01662,0,3000,0,0,0,0,1,-360,360
1351,73,0.002781,0.022979,0,300,0,0,0,0,1,-360,360
920,792,0.000521,0.00407,0,529,0,0,0,0,1,-360,360
897,1123,0.008479,0.032841,0,3000,0,0,0,0,1,-360,360
369,1091,0.005669,0.02901,0,3000,0,0,0,0,1,-360,360
612,419,0.001031,0.004099,0,3000,0,0,0,0,1,-360,360
612,1172,0.00301,0.018719,0,376,0,0,0,0,1,-360,360
265,418,0.00257,0.01713,0,338,0,0,0,0,1,-360,360
788,797,0.010461,0.03836,0,3000,0,0,0,0,1,-360,360
788,620,0.001719,0.011531,0,414,0,0,0,0,1,-360,360
788,225,9.10E-05,0.00056,0,300,0,0,0,0,1,-360,360
588,583,0.00476,0.025289,0,3000,0,0,0,0,1,-360,360
18,224,0.000219,0.00164,0,319,0,0,0,0,1,-360,360
29,1167,0.002159,0.01163,0,3000,0,0,0,0,1,-360,360
29,224,0.00295,0.01539,0,300,0,0,0,0,1,-360,360
444,468,0.007789,0.033039,0,300,0,0,0,0,1,-360,360
1067,458,0.00026,0.0013,0,3000,0,0,0,0,1,-360,360
939,1309,0.00162,0.013229,0,338,0,0,0,0,1,-360,360
1227,73,0.007919,0.04194,0,338,0,0,0,0,1,-360,360
87,1225,0.001229,0.00401,0,300,0,0,0,0,1,-360,360
761,812,0.008021,0.042831,0,338,0,0,0,0,1,-360,360
959,101,0.007711,0.03006,0,338,0,0,0,0,1,-360,360
1270,103,0.00261,0.015469,0,319,0,0,0,0,1,-360,360
918,225,0.00139,0.00536,0,3000,0,0,0,0,1,-360,360
918,225,0.001419,0.00525,0,3000,0,0,0,0,1,-360,360
277,1123,0.006289,0.032271,0,3000,0,0,0,0,1,-360,360
277,314,0.011031,0.05625,0,3000,0,0,0,0,1,-360,360
23,344,0.001841,0.01324,0,472,0,0,0,0,1,-360,360
957,3,0.000599,0.00186,0,453,0,0,0,0,1,-360,360
671,643,0.00036,0.001591,0,433,0,0,0,0,1,-360,360
454,642,0.003849,0.027651,0,453,0,0,0,0,1,-360,360
113,668,0.00186,0.00874,0,491,0,0,0,0,1,-360,360
515,321,0.00025,0.00285,0,1480,0,0,0,0,1,-360,360
165,1155,0.00207,0.008841,0,319,0,0,0,0,1,-360,360
165,176,6.00E-05,0.00039,0,453,0,0,0,0,1,-360,360
1299,722,0.002159,0.008909,0,357,0,0,0,0,1,-360,360
614,176,0.000219,0.00039,0,3000,0,0,0,0,1,-360,360
731,387,0.00011,0.000521,0,300,0,0,0,0,1,-360,360
731,387,0.00011,0.00049,0,300,0,0,0,0,1,-360,360
731,68,0.000771,0.003789,0,338,0,0,0,0,1,-360,360
731,448,0.000229,0.002849,0,3000,0,0,0,0,1,-360,360
1167,771,0.00445,0.027599,0,3000,0,0,0,0,1,-360,360
248,498,0.00218,0.02,0,1381,0,0,0,0,1,-360,360
